__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30062884,2022-01-13T14:58:31.000Z,Praying for good news! �,"<p>Were hoping g for some good news today! I speak with an advocate from unmute advocacy today, hoping they take my case and help Me bring my kiddos home to me now that I have no attorney!! Keep us in your prayers and keep sharing and signing everyone, it really helps! Thank you all! </p>","{'id': '226271891', 'petitionMedium': {'url': '//assets.change.org/photos/9/zj/xd/FmzjXDvZnQJzZyR-800x450-noPad.jpg?1642085913', 'processing': False}}",,,
StarterPetitionUpdate,30013533,2021-12-31T21:41:20.000Z,Almost been a year!!,"<p>I am still fighting to bring my babies home, the 1 year mark is approaching fast! We are struggling getting the caseworker to be on our side to help us bring them home, our family is still being wronged by cps! Help bring my babies home please!! </p>","{'id': '226235278', 'petitionMedium': {'url': '//assets.change.org/photos/5/bo/fu/lkBOFulBnwQDSrj-800x450-noPad.jpg?1640986884', 'processing': False}}",,,
MilestonePetitionUpdate,29999616,2021-12-27T01:27:33.000Z,,,,,,100.0
MilestonePetitionUpdate,29843262,2021-11-15T00:21:54.000Z,,,,,,100.0
MilestonePetitionUpdate,29829139,2021-11-11T02:02:25.000Z,,,,,,100.0
StarterPetitionUpdate,29719169,2021-10-13T23:29:22.000Z,Our deadline!,"<p>Our permanency hearing hearing is November 12th, 2021! We need the support to get as many signatures before then!! PLEASE Help my babies come home!!�� </p>
<p>Photo credits:</p>
<p>bradin, Peyton Seth and legyon♥️</p>","{'id': '226008662', 'petitionMedium': {'url': '//assets.change.org/photos/0/pf/hg/FZPFHGUHuKmBmPD-800x450-noPad.jpg?1634167767', 'processing': False}}",,,
StarterPetitionUpdate,29710063,2021-10-11T21:13:09.000Z,Update!!,"<p>First I want to thank each and everyone of you for taking the time to sign, share and donate to our petition! We appreciate each of you and can not express what it means to our family!! We are definitely having a hard time fight these people to bring our babies back home!!! But we can do it! We will win and bring our kiddos back home where they belong!! With your help we will be able to bigger thing so please sign, share and donate our petition! We thank u all so very much!!</p>
<p>Credit for photo: Seth Alexander!!�</p>","{'id': '226002975', 'petitionMedium': {'url': '//assets.change.org/photos/5/qu/gc/gpqUGcAeNpiKhHd-800x450-noPad.jpg?1633986792', 'processing': False}}",,,
StarterPetitionUpdate,29669388,2021-09-30T17:44:37.000Z,Update!!,"<p>Thank you everyone for helping contribute to my petition, weather it be signing, sharing or contributing a small amount of money, I really appreciate you all! Still no different news yet though, my caseworker is still not returning my calls or messages about our case, visits nothing, so please please share and sign, get as many ppl as u can to contribute so we can send this  to the decision makers and get my kiddos home sooner than later!! Thank you!��</p>","{'id': '225976346', 'petitionMedium': {'url': '//assets.change.org/photos/3/kc/gg/zokCGGuerwibzBl-800x450-noPad.jpg?1633023880', 'processing': False}}",,,
MilestonePetitionUpdate,29668588,2021-09-30T14:47:29.000Z,,,,,,50.0
StarterPetitionUpdate,29649734,2021-09-25T17:26:07.000Z,The struggle,"<p>I have been fighting cps for 7 months now to get my children back, only seen them a handful of times in this 7 months, my children and I are not used to be separate like this, we share a close bond and now that cps has forced their way into our lives I have see my kids a handful of times! I miss my babies please everyone SIGN, AND SHARE MY PETITION TO BRING THEM HOME!!  My children have been abused, and neglected while away in these foster homes, they're mental stability has not been well along with mine also! We miss one another so much, we are an innocent family! please help us! Cps and this family court system have broke laws, and done our family so wrong! Help support us in any way u can!!</p>
<p>#corruption</p>
<p>#familycourt</p>
<p>#freemybabies</p>","{'id': '225963974', 'petitionMedium': {'url': '//assets.change.org/photos/6/kr/vn/dtKRvNJTPhyoGrp-800x450-noPad.jpg?1632590770', 'processing': False}}",,,
MilestonePetitionUpdate,29540293,2021-08-31T14:46:37.000Z,,,,,,25.0
MilestonePetitionUpdate,29527699,2021-08-28T13:29:26.000Z,,,,,,10.0
MilestonePetitionUpdate,29525590,2021-08-27T23:01:04.000Z,,,,,,5.0
StarterPetitionUpdate,29524389,2021-08-27T17:51:31.000Z,PLEASE  HELP BRING HOME MY CHILDREN!!!,"<p>emails went out to the senates, legislators, advocates, anybody says to be important in missouri! help me bring my babies home where they belong! where they will be safe and secure, where they can be happy with they ones whom love and care for them! help get my babies out of the corrupt system!!</p>",,,,
