__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,18743702,2016-12-10T03:50:08.000Z,ALL WE WANT IS FAMILY FAIRNESS.,"Still in contact with the boys. I had to demand my rights, and it now has to go to court. I'm literally asking the judge to enforce what their father requested and was awarded. I make sure if their father doesn't allow me to talk to them, that I am in contact with their school. 
I think its terrible that this has gone as far as having to go back to court. Its a waste of money on my part, time and energy. He claims they are in danger,then gives no comment to anyone when asked. There are several ""little things"" that are being played here. 
My youngest has been diagnosed with an attachment disorder due to this chaos. I worry about my kids everyday. They told me that they know I'm ""fighting for them"". This is something a child should never have to say. I gave statistics in my last update. All I'm asking for is fairness for all families. All parents, all children. And for you to continue to sign the petition and share. Its just as important as the others. This is childrens lives. Our future. Next generation. 

Thank you all. 
Speak Up For Us @ Facebook
lilmookie1278@gmail.com
#ourchildrenaredeserving #familyfairness","{'id': '160432604', 'petitionMedium': {'url': '//assets.change.org/photos/1/rc/jl/mRRCJlOsOpdSQJY-800x450-noPad.jpg?1530554230', 'processing': False}}",,,
StarterPetitionUpdate,18674579,2016-12-03T19:37:39.000Z,MEDICAL NEGLECT? All I want for Christmas is my kids to be healthy and happy,"I was able to spend the Thanksgiving holiday with my boys. I had four fun filled days with them. It was amazing, and I'm so proud to be their mom.  He has now attempted to take them from me again,but this time I stated that I'll request a welfare check if I don't hear from them. I had made several attempts to make plans for this weekend and he ignored all requests. He finally said because I was late dropping them off...but my son was on the phone giving him play by plays of where we were and I was emailing him ( his preference) he then allowed my boys to call me after I made that "" threat"" to him. 
Let's skip ahead..although my children had things to tell me, I encourage them to not let it get them down...things such as what their father tells them, comments about me, etc. Typical bitter ex talk. 
Well my 8 year old has had asthma since he was about 6 months old. Doesn't seem like a big deal right? Just asthma...so common...let's please remember my daughters terminal illness is a lung/heart condition..well he has been using an inhaler since he was about 6 months old, and with that comes what is called a spacer. This is a silicone piece that covers the persons nose and mouth. This is used for him to be able to receive medication effectively. 
I requested that the spacer be sent with us and his inhaler. His fathers response was 'I don't have an extra one for you'. 
Its not for me...its for our son. Asthma attacks are the third leading cause of hospital stays with children and every year more than 40,000 children lose their lives to asthma attacks. To me, that is 40,000 to many. 
I have attached a photo of what I was forced to use as a ""spacer"". He doesn't know how to use the inhaler quite yet without the spacer. In the picture is an actual solo cup, and when he wasn't receiving the medication from his inhaler properly, we used his little hands to make one where he could receive at least a little more and he stated it felt better. The cup was also pushing on his throat. He has a chronic cough. His father refuses to believe he does and tells me its 'only at my house' , but I know he doesn't just get in my car and just starts coughing. My other son says he coughs all day.  He's also made similar, and word for word complaints of what my daughter cimained of before she was ever diagnosed. Its been recommended that he be checked annually for any type of sign for PAH. 
If anything please help my boys. Possibly prevent a hospital stay or more, and share. This may not seem important, but as a mother, I ask that you please share if anything. Check us out on fb. 
Speak Up For Us 
Arianah Gilbreath PAH support and awareness
Lilmookie1278@gmail.com
Thank you to  every single one if you.",,,,
StarterPetitionUpdate,18589718,2016-11-25T18:49:02.000Z,You brought me my babies!,"I have mu boys for the Holiday. I've heard an awful lot of talk about a lot of things. 
All I can say is keep signing and sharing. The support is the most important. Pressure to do right when you know you're wrong, when people are signing for equality as parents, hoping they never have to go through this...but more importantly, that your children never have too. This is very damaging. I can't stop now, even if I wanted too. This is the only way to get through. 
I have also been in contact with the individuals that I've petitioned. Please if any, just share. No more victims. All children deserve love and comfort. 
#wehaveavoice #wehaveachoice 
Email- lilmookie1278@gmail.com
Facebook- Speak Up For Us","{'id': '158863349', 'petitionMedium': {'url': '//assets.change.org/photos/3/ct/kx/JwCTKXwpswoqLoO-800x450-noPad.jpg?1530554230', 'processing': False}}",,,
StarterPetitionUpdate,18589715,2016-11-25T18:48:52.000Z,You brought me my babies!,"I have mu boys for the Holiday. I've heard an awful lot of talk about a lot of things. 
All I can say is keep signing and sharing. The support is the most important. Pressure to do right when you know you're wrong, when people are signing for equality as parents, hoping they never have to go through this...but more importantly, that your children never have too. This is very damaging. I can't stop now, even if I wanted too. This is the only way to get through. 
I have also been in contact with the individuals that I've petitioned. Please if any, just share. No more victims. All children deserve love and comfort. 
#wehaveavoice #wehaveachoice 
Email- lilmookie1278@gmail.com
Facebook- Speak Up For Us","{'id': '158863319', 'petitionMedium': {'url': '//assets.change.org/photos/5/sm/xo/hoSMxOlsapmXaYF-800x450-noPad.jpg?1530554231', 'processing': False}}",,,
StarterPetitionUpdate,18495275,2016-11-17T02:09:22.000Z,100 SIGNATURES REACHED PARENTAL ALIENATION!!,"You all helped me reach more than 100 signatures! Every time I update you all, an email is also sent to the ladies I have chosen to speak with. They have also received personal emails from myself. I want to thank you all for signing, reading, sharing, helping and most importantly we've all come together on a common ground that can only go positive from here, right?! I do have phone contact with my children now, and there are plans for Thanksgiving to have them, so we are hoping the other parent will stick with it. I will not give up until I have my rights back that I deserve. I will not stop until you all have a fair chance at being in your childs life. No reason this shouldn't be taken as important as anything else and a of us have a voice. Whether its yelling from the rooftops or writing in your diary,you're communicating,and that's what we need to do. We are all human. The statistics of these situations will be posted in my group on Facebook Speak Up For Us. You'd be surprised how common alienation and abduction is. Its sad, and it has to stop now! We are in this together. I have taken the lead, I made you all a promise, and mark my word, I am ALWAYS working on this. 
Again, you all rock! Thank you so much. And please don't be afraid to share it. Via Facebook, Facebook messenger, SMS messaging, and emailing are all ways to share this petition. My boys are so happy to be able to talk to me again. You guys helped make this happen. Please continue to share. And I'm still listening. 
#SUFU #theyhaveavoice #theyhaveachoice","{'id': '157639517', 'petitionMedium': {'url': '//assets.change.org/photos/6/ko/zh/LnkOzHQGwMvZWyP-800x450-noPad.jpg?1530151086', 'processing': False}}",,,
MilestonePetitionUpdate,18478679,2016-11-15T18:54:14.000Z,,,,,,100.0
StarterPetitionUpdate,18455393,2016-11-13T21:56:43.000Z,VICTIMS OF PARENTAL interference Must STOP,"I have had the chance to talk to my children and as if now I do get to have them for the holidays. HOWEVER, I didn't do this alone. My supporters have kept me going. Please continue to share. Their father did tell me why he withheld them from me. Personal issues within himself! That is no reason to keep them! And I made that clear. He then wanted an apology, but no way will I ever be sorry for fighting or speaking up for children. Yours, mine, theirs, OURS! I can't stop now! 
Facebook page.. Speak Up For Us
Email...lilmookie1278@gmail.com
Feel free to contact me. NO negatives please. You will be ignored, and if it continues, you will be reported. I will NOT be ""bullied"" into stopping. This is for ALL of US! 
Abusing rights of being a custodial parent HAS to STOP. Getting custody illegally without my knowledge when I had custody is not okay. My boys were taken to be used as leverage and control. Please help me make a difference. Sign and share. Please. 
Thank you and God bless you all. With this is a picture of children and parents who have been victims of parental interference.","{'id': '157047017', 'petitionMedium': {'url': '//assets.change.org/photos/0/eg/ca/FFeGCAhXvbGyJyf-800x450-noPad.jpg?1530151087', 'processing': False}}",,,
StarterPetitionUpdate,18391406,2016-11-08T03:51:53.000Z,I WONT GIVE UP. I WILL HUG MY BABIES!!,"I'm still fighting to see my children. I have created a Facebook group called Speak Up For Us. 
I'm petioning the following, who I feel can help. Please share this. Bring attention and hold parents responsible. BOTH. Emotional abuse is still abuse. Help me not have to jump through their fathers loops to see my children. The courts have never said I couldn't and I've always had custody...please. Every signature counts. 
#theyhaveavoice #theyhaveachoice #SUFU",,,,
StarterPetitionUpdate,18379205,2016-11-06T23:09:22.000Z,Help this MILITARY FAMILY from PARENTAL INTERFERENCE,"I will not give up. This petition is for EVERYONE. Every human. Parents need to be held responsible for their actions. The abuse of being a parent that has custody. This is scary, and a an alarming situation. Children deserve to have both parents. I have always had custody of my children. 
I am just over 3O signatures away from having this looked at. I know the election is happening, but I'm patient. I will speak up for everyone. Mother, father, and children. 
Visit fb. Closed group, Speak Up For Us. 
#SUFU #theyhaveavoice #theyhaveachoice","{'id': '155231048', 'petitionMedium': {'url': '//assets.change.org/photos/9/ba/ps/PmBApsZJXWyYWoQ-800x450-noPad.jpg?1529970863', 'processing': False}}",,,
StarterPetitionUpdate,18369926,2016-11-05T21:29:54.000Z,More than half way! Prevent PARENTAL ALIENATION,"Today is my youngest sons 8th birthday. I remember the day he was born. So magical. Beautiful. My mom by my side the whole time. His father had left state and decided the baby wasn't his. 
Happy birthday baby! I love you, I will NOT stop fighting for our rights to have each other. You are my child. I love you boys. 
MORE than half way there, and I can have this petition looked at! This is only 40 more voices! Anonymous or not! Let's keep going, make this happen. Its such a small change, but its a positive change and for the better! I can have thus petition on Kathleen's desk by Monday morning with your help and support!! I need YOU. 
I've created a fb group Speak Up For Us, for mothers, fathers, and children to be able to share their story or just show support. Look us up!! 
#SUFU #wehaveavoice #wehaveachoice
Thank you all again for your continued support. I truly couldn't have the courage to keep going if it weren't for your support.",,,,
