__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30607782,2022-05-30T15:56:20.000Z,2500.0,,,,,
MilestonePetitionUpdate,30541763,2022-05-12T03:47:11.000Z,2000.0,,,,,
StarterPetitionUpdate,30540946,2022-05-11T22:35:37.000Z,,Accountability,"<p>Some people seem to be confusing holding Dr. Dawn Hughes accountable to her actions, as cancel culture. I am here to say this is not cancel culture. People have got to stop defending crumby people, and exclaiming it is cancel culture. If you are a bad person, you make conscious decisions to do poor choices in life, you try to minimize, and further antagonize DV victims, then you do not deserve to practice anymore. Plain and simple. There is no argument to it. </p>","{'id': '226610425', 'petitionMedium': {'url': '//assets.change.org/photos/0/wi/jw/YywIjwKkHJdWHaZ-800x450-noPad.jpg?1652308538', 'processing': False}}",,
MilestonePetitionUpdate,30527510,2022-05-08T13:50:42.000Z,1500.0,,,,,
StarterPetitionUpdate,30526337,2022-05-08T02:37:44.000Z,,"Almost to 1,500 signatures �","<p>Hey everyone, this shared picture is why we all need to use our voices! It breaks my heart to see comments like these. No one should be made to feel this way over being abused, no matter the gender.</p>
<p>Please keep up the astounding work! Keep signing, and sharing to help get the word out. </p>
<p>Also, please, please, if you are working in the same respective field as Dr. Hughes, then use your voice to report her. If you have been a client, or someone she testified against, I encourage you to do the same! Credible reports, plus all these signatures, should help make it clear that she is not fit to practice. </p>","{'id': '226600403', 'petitionMedium': {'url': '//assets.change.org/photos/9/mu/cs/YFMucSlZWrwZxUd-800x450-noPad.jpg?1651977520', 'processing': False}}",,
MilestonePetitionUpdate,30524487,2022-05-07T13:46:59.000Z,1000.0,,,,,
MilestonePetitionUpdate,30523441,2022-05-07T05:18:53.000Z,750.0,,,,,
StarterPetitionUpdate,30523247,2022-05-07T03:15:26.000Z,,Thank you,"<p>Thank you all, who have stepped up to sign this petition! I hope this is only the beginning, and we can keep the momentum going! I truly don't want to see her mess up anyone else's life, based on her lies and biases. </p>",,,
MilestonePetitionUpdate,30522754,2022-05-06T23:28:16.000Z,500.0,,,,,
StarterPetitionUpdate,30516416,2022-05-05T13:21:13.000Z,,370 signatures so far,"<p>Since starting this two days ago, I know it will take time to gain momentum for more signatures. However, I am proud with how many people have signed the petition and about spoken out about this thus far! Your support could help future victims. </p>
<p>And as said before, if you are in her profession, have been a former client, or someone she testified against, please help report her. Your reports to have her licensing revokes will be more helpful too. </p>
<p>The photo shows a screenshot of her own website, which claim she is objective. This has otherwise been proved, by what we all witnessed. </p>","{'id': '226593760', 'petitionMedium': {'url': '//assets.change.org/photos/5/vc/ui/GhvCuiOnDQHtyfd-800x450-noPad.jpg?1651756989', 'processing': False}}",,
MilestonePetitionUpdate,30513537,2022-05-04T19:24:06.000Z,250.0,,,,,
MilestonePetitionUpdate,30513130,2022-05-04T17:51:37.000Z,200.0,,,,,
MilestonePetitionUpdate,30512621,2022-05-04T15:37:26.000Z,100.0,,,,,
MilestonePetitionUpdate,30512404,2022-05-04T14:48:04.000Z,50.0,,,,,
MilestonePetitionUpdate,30511716,2022-05-04T11:12:51.000Z,25.0,,,,,
MilestonePetitionUpdate,30511332,2022-05-04T08:45:09.000Z,10.0,,,,,
MilestonePetitionUpdate,30510771,2022-05-04T03:42:43.000Z,5.0,,,,,
