__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,25120041,2019-09-26T13:58:01.000Z,Our representatives are ready for impeachment.,"<p>Visit us a <a href=""http://www.DumpTrumpDumpTrump.com"" rel=""nofollow"">www.DumpTrumpDumpTrump.com</a> and support us by buying one of our ANTI TRUMP T-SHIRTS. <br>----<br>Lately it appears that our representatives in the political aisle are scared to Impeach Trump. Despite having plenty of cause to do so. With the upcoming election they are putting their efforts into getting re-elected instead of upholding the integrity of the oval office. <br><br>However...<br><br>Recently a whistleblower came forward with information that Trump made secret deals with a Foreign Leader. Trumps interaction with the foreign leader included a ""promise"" that was regarded as so troubling that it prompted an official in the U.S. Intelligence community to file a formal whistleblower complaint with the inspector general.<br><br>The complaint has been declassified as of this morning and outlets are reporting a scandal that focuses around Trump's alleged private request to a Ukraine government official to investigate former Vice President Joe Biden and also alleges that White House officials moved the records of some of Trump’s communications with this foreign official onto separate private computer networks.<br><br>Time after time again Trump has proven unworthy of leading the United States in any positive direction. He breaks the law, abuses his power and works against americans outside the bounds of the law and AGAIN has been alleged to have been interfering with the U.S Elections by working with foreign influences.<br><br><strong>House Speaker Nancy Pelosi on Tuesday announced the opening of an impeachment inquiry.</strong><br><br><strong>Hillary Clinton posted to Twitter saying ""'I'm in favor of moving toward impeachment"" on Tuesday also.</strong><br><br>And many more have followed suit in their support for impeachment.<br><br>While its disappointing it took this long for our representatives to move forward with protecting the sanctity of the oval office and the laws and morals Americans adhere to. It looks like its officially time to move forward with impeachment.  <br><br>Sign our petition and show your representatives you back their decision to move forward with impeachment so we can officially define what is acceptable and what is not acceptable for someone holding the highest office in the land.<br><br>Visit us at <a href=""http://www.DumpTrumpDumpTrump.com"" rel=""nofollow"">www.DumpTrumpDumpTrump.com</a><br><br></p>","{'id': '222558538', 'petitionMedium': {'url': '//assets.change.org/photos/1/zd/cm/xGZDcMIBDIvwwVh-800x450-noPad.jpg?1569506283', 'processing': False}}",,,
StarterPetitionUpdate,25117483,2019-09-25T22:36:31.000Z,THIS IS THE PEOPLES PETITION.,"<p>Accepting contributors!</p>
<p>Send updates and letter edits to Support@DumpTrumpDumpTrump.com</p>
<p>Also if you are interested in joining our team, we are looking for leaders to help keep our users updated.</p>
<p>-------------------</p>
<p>Visit <a href=""https://dumptrumpdumptrump.com/"" rel=""nofollow"">DumpTrumpDumpTrump.com</a> for our anti-Trump &amp; ""Not My President!"" t-shirts.</p>
<p>-------------------</p>",,,"{'providerName': 'The People Against Trump', 'photoUrl': 'https://dumptrumpdumptrump.com/wp-content/uploads/2017/12/impeach-trump.jpg', 'description': 'Help us reach 300,000 impeachment signatures before the new year!'}",
MilestonePetitionUpdate,25113144,2019-09-25T01:10:16.000Z,,,,,,300000.0
StarterPetitionUpdate,24530139,2019-05-09T00:58:10.000Z,History in the making. Delivering over 10 million impeachment signatures to Rep. Rashida Tlaib.,"<p>In possibly the largest petition delivery in history, MoveOn in collaboration with Change.org and just about every other impeachment organization currently out there are all coming together and will be delivering over 10 million signatures declaring it is time to start impeachment proceedings against Donald Trump.</p>
<p>Want to join us in delivering the signatures? Witness history in the making and represent The Million American Petition tomorrow! Keep reading!</p>
<p><a href=""https://www.facebook.com/hashtag/moveon"" rel=""nofollow"">#MoveOn</a>, <a href=""https://www.facebook.com/CREDO/"" rel=""nofollow"">CREDO Mobile</a>, <a href=""https://www.facebook.com/NeedToImpeach/"" rel=""nofollow"">Need To Impeach</a>, <a href=""https://www.facebook.com/womensmarchonwash/"" rel=""nofollow"">Women's March</a>, <a href=""https://www.facebook.com/bythepeopleimpeach/"" rel=""nofollow"">By the People - Impeach Trump</a>, <a href=""https://www.change.org/"" rel=""nofollow"">Change.org</a>, <a href=""Democracy%20for America"" rel=""nofollow"">Democracy for America</a>, <a href=""https://www.facebook.com/FreeSpeech4People/"" rel=""nofollow"">Free Speech For People</a> &amp; <a href=""https://dumptrumpdumptrump.com/"" rel=""nofollow"">The Million American Petition</a> (that's us!) head to the U.S. Capitol on Thursday to deliver this massive petition to <a href=""https://www.facebook.com/profile.php?id=671237441"" rel=""nofollow"">Rep. Rashida Tlaib</a> who has been leading the charge on impeachment in the House, to show that millions of people across the country have her back.</p>
<p>The Mueller report is a road map for impeachment, and the longer Congress waits to act, and the more Republicans ignore Trump's abuses of power, more people will be hurt by Trump's vicious attacks on our communities and lose faith in our system of checks and balances.</p>
<p>The people of America have spoken loud and clear. Donald Trump is not an acceptable leader and has shown time and time again he is not trusted by the majority of Americans. America needs to send a clear message in order to restore the integrity of the oval office and our elected officials.  By not impeaching Trump - our elected officials are saying its okay to break the law. To insight hate speech and violence. To bully, manipulate and undermine citizens, immigrants and the free press.  We the people are saying that is NOT okay. Urging our elected officials to stand with us and start Impeachment proceedings immediately.</p>
<p>Check out the official event page for more information on the delivery tomorrow: <a href=""https://www.facebook.com/events/815840795440348/"" rel=""nofollow"">https://www.facebook.com/events/815840795440348/</a></p>
<p>And visit us at <a href=""https://dumptrumpdumptrump.com"" rel=""nofollow"">https://dumptrumpdumptrump.com</a> for more ways to support the effort!</p>","{'id': '222060450', 'petitionMedium': {'url': '//assets.change.org/photos/7/dr/xf/daDrXfaveJzsgPk-800x450-noPad.jpg?1557363492', 'processing': False}}",,,
StarterPetitionUpdate,22127469,2017-12-12T16:06:06.000Z,"Trump’s Tax Plan – Steal from the poor, give to the rich!","https://dumptrumpdumptrump.com/2017/trumps-tax-plan/

In less than a year of being in the white house Trump supporters are now fully doubting their elected president, his campaign promises of taking on the corrupt establishment seems to have disappeared into thin air. Now, with his proposed tax plan, he wants to do a reverse Robin Hood – steal from the poor and give to the rich.

This latest proposal is just one in the slew of hilarious proposals that have come from the Trump Presidency. It is also one more nail to add to the coffin of his presidency, ultimately leading to his impeachment.

Who does the Tax Plan Benefit?
President Trump’s tax plan was initially named the “cut cut cut Act” although it has now been reformed to the saner “Tax Cut and Jobs Act”. Still, it just points to the fact that the proposed tax plan has a lot of tax cuts – for the rich...

According to Politifact.com, a non-partisan website, 80% of the tax cuts in the proposed tax plan would benefit the top 1% by the 10th year of the plan. However, it seems that the cuts in this tax plan only apply to the wealthy. In 2018, middle income households are going to get an average tax break of $660. However, by 2027, more than one in every four middle-income families are going to pay more taxes than they presently do.

Eliminating estate tax
One of the ways President Trump hopes to favor the top 1% is by eliminating the estate tax. This is the tax the US government collects on inherited property. As it stand, the inherited wealth is a tool for widening inequality and creating a modern day American aristocracy. So, it is only fair that the US government taxes the wealth of the top 1% to run the state for everyone.

Sadly, President Trump, in his perceived wisdom, moves to eliminate the estate tax.

However, what President Trump and his cronies fail to mention is that estates currently get a tax break. Upon death, assets are written off to the higher market value or cost. This means that heirs do not pay any capital gains tax.

For example, if you buy a share at $10 and it rises to $100, you owe capital gains tax on the $90 profit. However, if your heir sells the stock at $100, there is no capital gains tax on the profit.

Before President Trump’s tax plan, this loophole has been checked by the estate tax. If the Trump tax plan sails through, there would be no capital gains tax for the top 1%, and there will be no estate tax.

To put this in proper perspective, imagine that two people own an asset at the same cost. One person makes a sale on the deathbed, while the other’s asset is sold on his demise. While the deathbed sale would be largely subjected to normal taxation, the inherited asset would have no capital gains tax or estate tax.

The Problem of Carried Interest
Another handout to the rich is President Trump’s refusal to fulfil his campaign promise to kill the loophole for carried interest. Carried interest is a term used to describe the fee income earned by hedge funds and other similar entities.

In the present tax code, this is treated as capital gain rather than income, meaning that they get a far lesser tax rate. This is despite the fact that the income the hedge fund managers earn is not from their own assets but on other people’s investment. Leaving things as they are is just an extra benefit to the top 1%.

Who benefits from the tax cuts?
President Trump and his supporters say that a major advantage in the tax plan is the slashing of corporate tax rate from 35% to 20%. According to them, this will encourage American corporations to repatriate their profits and invest in the US economy, leading to more jobs and wage increase.

However, history has shown that this is just another way to benefit the top 1%. For instance, when George Bush enacted a tax repatriation holiday, the effects were disappointing. When the Senate studied the impact of the holiday in 2011, the results were not palatable:

“The report looked at the top 15 repatriating companies and found that, instead of spurring jobs and economic stimulus, the tax break was instead associated with increased corporate stock buybacks and executive pay.  The report also observed that the 5.25% tax rate created a competitive disadvantage for domestic businesses that chose not to engage in offshore operations or investments, and provided a windfall for multinationals in a few industries without benefitting the U.S. economy as a whole.”

 “There is no evidence that the previous repatriation tax giveaway put Americans to work, and substantial evidence that it instead grew executive paychecks, propped up stock prices, and drew more money and jobs offshore.”

In August, the Institute of Policy Studies looked at the US companies that paid the lowest tax rate. If there is wisdom in what President Trump suggests, these companies should pay higher wages and hire more workers. Instead they discovered that:

“Our calculations have revealed that the 92 firms [that pay a tax rate of 20% or less] in our sample had median job growth during this period of negative 0.74 percent, compared to the 6 percent job-growth rate of U.S. private sector firms as a whole.”

All this goes to show that when given huge tax breaks, corporations do not hire more workers or increase existing wages. Instead, they give their CEOs fatter paychecks.

Who Pays for the Tax Plan?
The US government surely needs funds to keep on running. Since the tax cuts and other features of the tax plan have taken a chunk of US revenue, where does the Trump government get its funds? The answer is straightforward, the middle class and other hard working Americans.

Targeting students
President Trump plans to fund his tax cuts and exemption by adding extra burdens on a hardworking class of Americans – students. The tax plan proposes to remove tax deductions on student loans. This is in addition to the other horrible ways the tax plan burdens this demographic.

A headline in the New York Times describing the plight of students read, “The House Just Voted to Bankrupt Graduate Student”. The plain irony is that this is impossible since students can’t declare bankruptcy for their student debts. This in a country where billionaires like Trump can declare bankruptcy six times. A country where the Fed can spend $29 trillion bailing out corporations that caused the 2008 financial crisis.

Slash Medicare and Medicaid
The Trump administration has also targeted another vulnerable demographic to help fund its tax plan. It plans to cut $473 billion from Medicare in the next 10 years. A painful blow to about 55 million Americans who depend on this program to take care of health care costs.

President Trump also applauds the budget cuts of over a $1 trillion from Medicaid within the next decade. This is the height of cruelty. Medicaid is a lifeline for about 77 million Americans. Most of them poor, disabled, children, or senior citizens. All just to make the rich get richer.

Eliminating local and state tax deduction
President Trump also plans to fund his tax cuts by ending federal tax deductions for local and state taxes. This means that Americans would be taxed double on the same earnings. For instance, if you pay a $1,000 tax to Sacramento, you’ll still owe $300 to the feds, on money that is already gone.

President Trump’s proposed tax plan is just the latest in his series of failings to the American people. His proposed health care plan was also a terrible contraption that was thankfully not allowed to see the light of day. Hopefully, this proposed tax plan goes that way.

The road to impeachment
Over time, President Trump’s series of blunders will lead him to his deserved destination – away from the White House. He seems to be one step closer to this. In the past week Michael Flynn, a major member of Trump’s campaign team and former national security adviser, pleaded guilty to lying to the FBI about his contact with the Russians in the lead to the elections.

With Michael Flynn’s cooperation, special counsel Robert Mueller will be able to uncover Donald Trump’s collusion with Russia – an enemy state – to bring him into power. In the end, the people of the United States will see Trump for what he is, and he will be impeached.

You can lend your voice to the calls for President Trump’s impeachment by signing our petition. Add your voice to more than 266,000+ others who don’t want to see this man drag our beloved country into the abyss.

Please donate to our petition and impeachment efforts here:
https://dumptrumpdumptrump.com/donate/
Please only donate if you are financially stable. 

Check out our resource page for some basic things you can do that can make a big impact!
https://dumptrumpdumptrump.com/resources/","{'id': '213962633', 'petitionMedium': {'url': '//assets.change.org/photos/0/gr/fc/TjgRfcyckAwjFog-800x450-noPad.jpg?1513094770', 'processing': False}}",,,
StarterPetitionUpdate,22090918,2017-12-03T05:18:42.000Z,MICHAEL FLYNN IS PAVING THE WAY FOR TRUMP’S IMPEACHMENT,"Donald Trump very well may be the third sitting President in United States history to be impeached. These odds are looking much more likely following the Michael Flynn scandal which hit the news stands Friday. Resulting in Trump’s former national security adviser pleading guilty to lying to the FBI. A crime that can carry up to 5 years in prison. Admitting that Trump’s transition officials (lead by Mike Pence and Eric Kushner) directed him and his contacts with the Russians. This raises questions and concrete doubt that Trump was unaware of such handling and deals involving Russia. Directly lying to the American people. What is going on?

Read more at: https://dumptrumpdumptrump.com/michael-flynn-is-paving-the-way-for-trumps-impeachment/

We need you now more than ever to push our petition over 300k signatures!

Please donate today on our website at https://dumptrumpdumptrump.com/donate/

Our Petition has reached a record 264,000+ signatures. We need to get to 300,000 signatures before the end of the year to make an impact and deliver the signatures to congress. We will continue to grow our campaign and work on ways to create awareness and ACTION to remove Trump from office. 

Your donation will help us get the petition to 300,000 signatures before the end of the year and contribute to the curation and delivery of our successful petition!

Want something for your contribution? Check out our Anti Trump and Impeach Trump t-shirt designs on our home page at www.dumptrumpdumptrump.com

See how you can get involved by visiting our resource page at: 

https://dumptrumpdumptrump.com/resources","{'id': '213407257', 'petitionMedium': {'url': '//assets.change.org/photos/3/sv/zj/MBSVZJTciQmmwGu-800x450-noPad.jpg?1512278326', 'processing': False}}",,,
StarterPetitionUpdate,22066530,2017-11-27T09:23:55.000Z,We need your help to impeach Trump!,"The Trump administration continues to reek havoc on true American values and our voting system. Setting up the republicans for major wins in the 2018 election cycle by ignoring Russia's involvement in the infiltration of our voting system and refusing to create a bipartisan solution for securing our elections. 

We need you now more than ever to push our petition over 300k signatures!

Please donate today on our website at https://dumptrumpdumptrump.com/donate/

Our Petition has reached a record 264,000+ signatures. We need to get to 300,000 signatures before the end of the year to make an impact and deliver the signatures to congress. We will continue to grow our campaign and work on ways to create awareness and ACTION to remove Trump from office. 

Your donation will help us get the petition to 300,000 signatures before the end of the year and contribute to the curation and delivery of our successful petition!

Want something for your contribution? Check out our Anti Trump and Impeach Trump t-shirt designs on our home page at www.dumptrumpdumptrump.com

See how you can get involved by visiting our resource page at: 

https://dumptrumpdumptrump.com/resources","{'id': '213051614', 'petitionMedium': {'url': '//assets.change.org/photos/4/kx/bd/KYkXBDmKAligvgL-800x450-noPad.jpg?1511774636', 'processing': False}}",,,
MilestonePetitionUpdate,19274966,2017-02-03T00:10:22.000Z,,,,,,200000.0
StarterPetitionUpdate,19232927,2017-01-30T22:01:23.000Z,Help remove white supremacist Steve Bannon from his position of power.,"As many of you know, President Trump has appointed a known propagandist, nationalist  and white supremacist to replace the highest military adviser in the country on a council that authorizes secret, legal, targeted killings of the American citizens (and others) without due process.

To read our full post on this topic visit us at
https://dumptrumpdumptrump.com/steve-bannon-destroyers/

What You Can Do?

Call your Senators and Congressperson this week and demand that they publicly and legislatively oppose Trump's appointment of Steve Bannon to the NSC.

Spread the word about this news to your networks, social media sites.

Signing this petition to remove Steve Bannon from his position of power
https://www.change.org/p/steve-bannon-s-racist-anti-semitic-misogynistic-views-don-t-belong-in-the-white-house

Also be sure to sign our petition to Impeach Donald Trump!
https://www.change.org/p/the-people-impeach-donald-j-trump","{'id': '165224834', 'petitionMedium': {'url': '//assets.change.org/photos/4/wz/eo/PTWzEoAQsYcmUwu-800x450-noPad.jpg?1485813687', 'processing': False}}",,,
MilestonePetitionUpdate,19222310,2017-01-30T03:01:37.000Z,,,,,,150000.0
MilestonePetitionUpdate,19175885,2017-01-26T00:04:29.000Z,,,,,,100000.0
StarterPetitionUpdate,19129658,2017-01-22T08:04:36.000Z,The never ending PROTEST POSTERS from the Women’s March on Washington!,"We have compiled the ""Never ending list of protest posters"" From the Women's march on Washington event. We hope you enjoy. 

Visit our blog post here to see them all:  http://dumptrumpdumptrump.com/never-ending-protest-signs-womens-march-washington/ 

let us know your favorites! 

Also send us more photo's at Support@DumpTrumpDumpTrump.com for us to use in outreach projects similar to this one.

Stay Strong and share the petition!
DumpTrumpDumpTrump.com","{'id': '164166539', 'petitionMedium': {'url': '//assets.change.org/photos/0/th/ns/ymThnSYfsDRvigV-800x450-noPad.jpg?1485072280', 'processing': False}}",,,
StarterPetitionUpdate,19124285,2017-01-21T17:08:02.000Z,Today we march for each other!,"Today thousands are marching on Washington in the name of woman's rights. The Womxns March on Washington added an ""X"" to their name to include those fighting for equal rights, minority rights, civil rights, black rights, gay rights the works! All are welcome and we urge you to join them in your cities today.

I will personally be attending the Seattle Woman's march on Washington and am excited to meet like minded people and start collaborating with new minds.

Protesters are discouraged from carrying large bags. Also signs should contain no wooden posts or sticks. ( I made my sign post out of a sturdy holiday wrapping paper roll ). Using one of the DumpTrumpDumpTrump.com custom ""Not My President"" posters.
We appreciate all the shirt orders those made over the last 2 weeks. We hope they have arrived in time for the march!

Today we stand in solidarity with woman. In solidarity with minorities. Today we MARCH for what is right. We do not accept an alt right agenda for America. Be sure to look after each other! 

See you at the march! Send your pictures to Support@DumpTrumpDumpTrump.com

- Update via http://dumptrumpdumptrump.com/today-we-march/","{'id': '164110598', 'petitionMedium': {'url': '//assets.change.org/photos/3/yn/nw/lAYnnwAFaJrTekT-800x450-noPad.jpg?1485018484', 'processing': False}}",,,
MilestonePetitionUpdate,18935627,2017-01-02T21:08:28.000Z,,,,,,75000.0
StarterPetitionUpdate,18844349,2016-12-21T03:15:16.000Z,Why people say Trump is,"We reached over 70k Signers!

Share the petition and spread the word! Trump is now confrimed the winner by the electoral college. We had a decent head start on the petition but have a long way to go and a lot of work to do!

Check out the ""Not My President"" article and stop letting conservatives skew the reality of that message.

Full article available at: http://dumptrumpdumptrump.com/why-people-say-trump-is-not-my-president-and-what-that-really-means

Change.org has a donation system that we decided not to use. Instead we are funding this campaign through our t-shirt sales. Check them out at www.DumpTrumpDumpTrump.com

 We are also looking for writing volunteers and editors for the petition letter and other outreach content. Reach us at Support@DumpTrumpDumpTrump.com if interested.","{'id': '161535590', 'petitionMedium': {'url': '//assets.change.org/photos/1/ow/wt/uhowWtvVDeHbCbn-800x450-noPad.jpg?1530426980', 'processing': False}}",,,
StarterPetitionUpdate,18565718,2016-11-23T15:01:27.000Z,Our 4 lines of defense. Are you ready for action?,"Thanks to all of you who have signed this petition so far. Please continue to share and encourage others to add their voices. 

Scholar Noam Chomsky says this may be the most important moment in human history. (And he was born in the 20's)

The grounds for demanding a full investigation of impeachable conduct by the President-Elect are growing every day. 

We have four lines of defense against this new administration and there are already petitions for each, links are shared below. We need as many bites at the apple as we can get so please share these links and encourage others to share them too.


1st Line of Defense- Election Audit Petition. Some guys from MIT did some math on this and they strongly believe an audit will show that Hilary Clinton won the necessary Electoral College Votes as well as the “popular” vote. They have posted a petition here and it’s urgent! 
It’s especially important to share this link because it will not show in the Change search engine as being “about Donald Trump” 

Election Audit Petition :
www.change.org/p/demand-an-audit-of-the-2016-presidential-election


2nd Line of Defense- Electoral College Petition. This is the petition that most people know about asking the electoral college to vote for the candidate selected by “popular” vote. It’s a chance so please sign if you haven’t already.

Electoral College Petition:
www.change.org/p/electoral-college-electors-electoral-college-make-hillary-clinton-president-on-december-19


3rd Line of Defense- This is the petition you have already signed! And thank you again! Please continue to share the link!

Impeachment Proceedings Petition:
www.change.org/p/the-people-impeach-donald-j-trump


4th Line of Defense- This petition asks for the removal of Donald Trump under section 4 of the 25th Amendment.  No grounds are needed to remove Donald Trump by this method.

25th Amendment Petition to Remove:
https://www.change.org/p/25th-amendment-remove-donald-trump


Keep the heart fires burning! We are multitudes.
-MW via 13clocks.org","{'id': '158590295', 'petitionMedium': {'url': '//assets.change.org/photos/9/az/iv/RuAZivUaZLXQvcy-800x450-noPad.jpg?1530203935', 'processing': False}}",,,
StarterPetitionUpdate,18450041,2016-11-13T12:41:28.000Z,We have a variety of new t-shirts available to match our cause!,Have you been joining in on the Anti Trump protests? Do you believe Trump should be impeached? Check out our gear at www.DumpTrumpDumpTrump.com and wear your voice!,"{'id': '156973712', 'petitionMedium': {'url': '//assets.change.org/photos/3/yg/ws/nSYgwsQSjDUswwq-800x450-noPad.jpg?1530082732', 'processing': False}}",,,
MilestonePetitionUpdate,18448814,2016-11-13T09:09:07.000Z,,,,,,50000.0
MilestonePetitionUpdate,18433073,2016-11-11T21:08:27.000Z,,,,,,40000.0
MilestonePetitionUpdate,18428012,2016-11-11T13:31:14.000Z,,,,,,35000.0
MilestonePetitionUpdate,18423851,2016-11-11T02:56:33.000Z,,,,,,30000.0
MilestonePetitionUpdate,18421241,2016-11-10T21:49:28.000Z,,,,,,25000.0
MilestonePetitionUpdate,18418508,2016-11-10T18:06:28.000Z,,,,,,20000.0
MilestonePetitionUpdate,18417242,2016-11-10T16:12:41.000Z,,,,,,17500.0
MilestonePetitionUpdate,18415583,2016-11-10T13:39:34.000Z,,,,,,15000.0
MilestonePetitionUpdate,18413033,2016-11-10T06:55:29.000Z,,,,,,12500.0
MilestonePetitionUpdate,18412124,2016-11-10T03:46:33.000Z,,,,,,10000.0
MilestonePetitionUpdate,18411725,2016-11-10T02:51:20.000Z,,,,,,9000.0
MilestonePetitionUpdate,18411401,2016-11-10T02:02:55.000Z,,,,,,8000.0
MilestonePetitionUpdate,18411242,2016-11-10T01:39:43.000Z,,,,,,7500.0
MilestonePetitionUpdate,18411074,2016-11-10T01:14:40.000Z,,,,,,7000.0
MilestonePetitionUpdate,18410744,2016-11-10T00:24:27.000Z,,,,,,6000.0
MilestonePetitionUpdate,18410390,2016-11-09T23:37:25.000Z,,,,,,5000.0
MilestonePetitionUpdate,18409997,2016-11-09T22:49:06.000Z,,,,,,4000.0
MilestonePetitionUpdate,18409565,2016-11-09T21:59:38.000Z,,,,,,3000.0
MilestonePetitionUpdate,18409331,2016-11-09T21:37:33.000Z,,,,,,2500.0
MilestonePetitionUpdate,18409136,2016-11-09T21:13:25.000Z,,,,,,2000.0
MilestonePetitionUpdate,18408887,2016-11-09T20:49:11.000Z,,,,,,1500.0
MilestonePetitionUpdate,18408695,2016-11-09T20:27:21.000Z,,,,,,1000.0
MilestonePetitionUpdate,18408335,2016-11-09T19:47:55.000Z,,,,,,750.0
MilestonePetitionUpdate,18407204,2016-11-09T18:01:50.000Z,,,,,,500.0
MilestonePetitionUpdate,18405257,2016-11-09T14:43:58.000Z,,,,,,250.0
MilestonePetitionUpdate,18404549,2016-11-09T13:32:44.000Z,,,,,,200.0
MilestonePetitionUpdate,18403100,2016-11-09T10:24:48.000Z,,,,,,100.0
MilestonePetitionUpdate,18402740,2016-11-09T09:30:18.000Z,,,,,,50.0
MilestonePetitionUpdate,18402593,2016-11-09T09:08:32.000Z,,,,,,25.0
MilestonePetitionUpdate,18402413,2016-11-09T08:44:30.000Z,,,,,,10.0
MilestonePetitionUpdate,18402374,2016-11-09T08:38:59.000Z,,,,,,5.0
